"name","icpsr","state","party","congress","chamber","born","died","image","source","provenance"
"HUFFMAN, Jared","021303","California","Democratic Party",116,"House",1964,"","images/bio_guide/021303.jpg","bio_guide",""
"HUIZENGA, Bill","021142","Michigan","Republican Party",116,"House",1969,"","images/bio_guide/021142.jpg","bio_guide",""
"HUNTER, Duncan Duane","020963","California","Republican Party",116,"House",1976,"","images/bio_guide/020963.jpg","bio_guide",""
"HURD, William Ballard","021550","Texas","Republican Party",116,"House",1977,"","images/wiki/021550.jpg","wiki",""
"HYDE-SMITH, Cindy","041707","Mississippi","Republican Party",116,"Senate",1959,"","images/bio_guide/041707.jpg","bio_guide",""
"INHOFE, James Mountain","015424","Oklahoma","Republican Party",116,"Senate",1934,"","images/bio_guide/015424.jpg","bio_guide",""
"ISAKSON, Johnny","029909","Georgia","Republican Party",116,"Senate",1944,"","images/bio_guide/029909.jpg","bio_guide",""
"JACKSON LEE, Sheila","029573","Texas","Democratic Party",116,"House",1950,"","images/bio_guide/029573.jpg","bio_guide",""
"JACOBS, Chris","021990","New York","Republican Party",116,"House",1966,"","images/wiki/021990.jpg","wiki",""
"JAYAPAL, Pramila","021726","Washington","Democratic Party",116,"House",1965,"","images/bio_guide/021726.jpg","bio_guide",""
"JEFFRIES, Hakeem","021343","New York","Democratic Party",116,"House",1970,"","images/bio_guide/021343.jpg","bio_guide",""
"JOHNSON, Bill","021162","Ohio","Republican Party",116,"House",1954,"","images/bio_guide/021162.jpg","bio_guide",""
"JOHNSON, Dustin","021935","South Dakota","Republican Party",116,"House",1976,"","images/bio_guide/021935.jpg","bio_guide",""
"JOHNSON, Eddie Bernice","039305","Texas","Democratic Party",116,"House",1935,"","images/bio_guide/039305.jpg","bio_guide",""
"JOHNSON, Hank","020712","Georgia","Democratic Party",116,"House",1954,"","images/bio_guide/020712.jpg","bio_guide",""
"JOHNSON, Mike","021727","Louisiana","Republican Party",116,"House",1972,"","images/wiki/021727.jpg","wiki",""
"JOHNSON, Ron","041111","Wisconsin","Republican Party",116,"Senate",1955,"","images/bio_guide/041111.jpg","bio_guide",""
"JONES, Gordon Douglas (Doug)","041705","Alabama","Democratic Party",116,"Senate",1954,"","images/wiki/041705.jpg","wiki",""
"JONES, Walter Beaman, Jr.","029546","North Carolina","Republican Party",116,"House",1943,"","images/bio_guide/029546.jpg","bio_guide",""
"JORDAN, Jim","020738","Ohio","Republican Party",116,"House",1964,"","images/bio_guide/020738.jpg","bio_guide",""
"JOYCE, David","021353","Ohio","Republican Party",116,"House",1957,"","images/bio_guide/021353.jpg","bio_guide",""
"JOYCE, John","021936","Pennsylvania","Republican Party",116,"House",1957,"","images/bio_guide/021936.jpg","bio_guide",""
"KAINE, Timothy Michael (Tim)","041305","Virginia","Democratic Party",116,"Senate",1958,"","images/bio_guide/041305.jpg","bio_guide",""
"KAPTUR, Marcia Carolyn (Marcy)","015029","Ohio","Democratic Party",116,"House",1946,"","images/bio_guide/015029.jpg","bio_guide",""
"KATKO, John","021542","New York","Republican Party",116,"House",1962,"","images/wiki/021542.jpg","wiki",""
"KEATING, William R.","021140","Massachusetts","Democratic Party",116,"House",1952,"","images/manual/021140.jpg","manual","Congress.gov"
"KELLER, Fred","021985","Pennsylvania","Republican Party",116,"House",1965,"","images/bio_guide/021985.jpg","bio_guide",""
"KELLY, Mike","021167","Pennsylvania","Republican Party",116,"House",1948,"","images/bio_guide/021167.jpg","bio_guide",""
"KELLY, Robin L.","021371","Illinois","Democratic Party",116,"House",1956,"","images/bio_guide/021371.jpg","bio_guide",""
"KELLY, Trent","021561","Mississippi","Republican Party",116,"House",1966,"","images/bio_guide/021561.jpg","bio_guide",""
"KENNEDY, John Neely","041703","Louisiana","Republican Party",116,"Senate",1951,"","images/bio_guide/041703.jpg","bio_guide",""
"KENNEDY, Joseph P. III","021335","Massachusetts","Democratic Party",116,"House",1980,"","images/bio_guide/021335.jpg","bio_guide",""
"KHANNA, Rohit","021728","California","Democratic Party",116,"House",1976,"","images/bio_guide/021728.jpg","bio_guide",""
"KILDEE, Dan","021372","Michigan","Democratic Party",116,"House",1958,"","images/bio_guide/021372.jpg","bio_guide",""
"KILMER, Derek","021368","Washington","Democratic Party",116,"House",1974,"","images/bio_guide/021368.jpg","bio_guide",""
"KIM, Andy","021937","New Jersey","Democratic Party",116,"House",1982,"","images/bio_guide/021937.jpg","bio_guide",""
"KIND, Ron","029769","Wisconsin","Democratic Party",116,"House",1963,"","images/bio_guide/029769.jpg","bio_guide",""
"KING, Angus Stanley, Jr.","041300","Maine","Independent",116,"Senate",1944,"","images/bio_guide/041300.jpg","bio_guide",""
"KING, Peter T.","029375","New York","Republican Party",116,"House",1944,"","images/bio_guide/029375.jpg","bio_guide",""
"KING, Steve","020325","Iowa","Republican Party",116,"House",1949,"","images/bio_guide/020325.jpg","bio_guide",""
"KINZINGER, Adam","021128","Illinois","Republican Party",116,"House",1978,"","images/bio_guide/021128.jpg","bio_guide",""
"KIRKPATRICK, Ann","020902","Arizona","Democratic Party",116,"House",1950,"","images/bio_guide/020902.jpg","bio_guide",""
"KLOBUCHAR, Amy","040700","Minnesota","Democratic Party",116,"Senate",1960,"","images/bio_guide/040700.jpg","bio_guide",""
"KRISHNAMOORTHI, S. Raja","021730","Illinois","Democratic Party",116,"House",1973,"","images/bio_guide/021730.jpg","bio_guide",""
"KUSTER, Ann McLane","021340","New Hampshire","Democratic Party",116,"House",1956,"","images/bio_guide/021340.jpg","bio_guide",""
"KUSTOFF, David","021731","Tennessee","Republican Party",116,"House",1966,"","images/bio_guide/021731.jpg","bio_guide",""
"LAMB, Conor","021756","Pennsylvania","Democratic Party",116,"House",1984,"","images/wiki/021756.jpg","wiki",""
"LAMBORN, Doug","020704","Colorado","Republican Party",116,"House",1954,"","images/bio_guide/020704.jpg","bio_guide",""
"LANGEVIN, James","020136","Rhode Island","Democratic Party",116,"House",1964,"","images/bio_guide/020136.jpg","bio_guide",""
"LANKFORD, James","021166","Oklahoma","Republican Party",116,"Senate",1968,"","images/bio_guide/021166.jpg","bio_guide",""
"LARSEN, Richard Ray (Rick)","020145","Washington","Democratic Party",116,"House",1965,"","images/bio_guide/020145.jpg","bio_guide",""
"LARSON, John B.","029908","Connecticut","Democratic Party",116,"House",1948,"","images/bio_guide/029908.jpg","bio_guide",""
"LATTA, Robert E.","020755","Ohio","Republican Party",116,"House",1956,"","images/bio_guide/020755.jpg","bio_guide",""
"LAWRENCE, Brenda L","021530","Michigan","Democratic Party",116,"House",1954,"","images/bio_guide/021530.jpg","bio_guide",""
"LAWSON, Alfred Jr.","021732","Florida","Democratic Party",116,"House",1948,"","images/wiki/021732.jpg","wiki",""
"LEAHY, Patrick Joseph","014307","Vermont","Democratic Party",116,"Senate",1940,"","images/bio_guide/014307.jpg","bio_guide",""
"LEE, Barbara","029778","California","Democratic Party",116,"House",1946,"","images/bio_guide/029778.jpg","bio_guide",""
"LEE, Mike","041110","Utah","Republican Party",116,"Senate",1971,"","images/bio_guide/041110.jpg","bio_guide",""
"LEE, Susie","021938","Nevada","Democratic Party",116,"House",1966,"","images/bio_guide/021938.jpg","bio_guide",""
"LESKO, Debbie","021757","Arizona","Republican Party",116,"House",1958,"","images/bio_guide/021757.jpg","bio_guide",""
"LEVIN, Andy","021940","Michigan","Democratic Party",116,"House",1960,"","images/wiki/021940.jpg","wiki",""
"LEVIN, Mike","021939","California","Democratic Party",116,"House",1978,"","images/bio_guide/021939.jpg","bio_guide",""
"LEWIS, John R.","015431","Georgia","Democratic Party",116,"House",1940,"","images/bio_guide/015431.jpg","bio_guide",""
"LIEU, Ted","021507","California","Democratic Party",116,"House",1969,"","images/bio_guide/021507.jpg","bio_guide",""
"LIPINSKI, Daniel","020508","Illinois","Democratic Party",116,"House",1966,"","images/bio_guide/020508.jpg","bio_guide",""
"LOEBSACK, Dave","020720","Iowa","Democratic Party",116,"House",1952,"","images/bio_guide/020720.jpg","bio_guide",""
"LOEFFLER, Kelly","041904","Georgia","Republican Party",116,"Senate",1970,"","images/bio_guide/041904.jpg","bio_guide",""
"LOFGREN, Zoe","029504","California","Democratic Party",116,"House",1947,"","images/bio_guide/029504.jpg","bio_guide",""
"LONG, Billy","021150","Missouri","Republican Party",116,"House",1955,"","images/bio_guide/021150.jpg","bio_guide",""
"LOUDERMILK, Barry D.","021515","Georgia","Republican Party",116,"House",1963,"","images/wiki/021515.jpg","wiki",""
"LOWENTHAL, Alan","021313","California","Democratic Party",116,"House",1941,"","images/bio_guide/021313.jpg","bio_guide",""
"LOWEY, Nita M.","015612","New York","Democratic Party",116,"House",1937,"","images/bio_guide/015612.jpg","bio_guide",""
"LUCAS, Frank D.","029393","Oklahoma","Republican Party",116,"House",1960,"","images/bio_guide/029393.jpg","bio_guide",""
"LUETKEMEYER, Blaine","020926","Missouri","Republican Party",116,"House",1952,"","images/bio_guide/020926.jpg","bio_guide",""
"LUJÁN, Ben Ray","020932","New Mexico","Democratic Party",116,"House",1972,"","images/bio_guide/020932.jpg","bio_guide",""
"LURIA, Elaine","021941","Virginia","Democratic Party",116,"House",1975,"","images/bio_guide/021941.jpg","bio_guide",""
"LYNCH, Stephen F.","020119","Massachusetts","Democratic Party",116,"House",1955,"","images/bio_guide/020119.jpg","bio_guide",""
"LaHOOD, Darin","021562","Illinois","Republican Party",116,"House",1968,"","images/wiki/021562.jpg","wiki",""
"LaMALFA, Doug","021302","California","Republican Party",116,"House",1960,"","images/bio_guide/021302.jpg","bio_guide",""
"MALINOWSKI, Tomaz","021942","New Jersey","Democratic Party",116,"House",1965,"","images/bio_guide/021942.jpg","bio_guide",""
"MALONEY, Carolyn Bosher","029379","New York","Democratic Party",116,"House",1946,"","images/bio_guide/029379.jpg","bio_guide",""
"MALONEY, Sean Patrick","021344","New York","Democratic Party",116,"House",1966,"","images/bio_guide/021344.jpg","bio_guide",""
"MANCHIN, Joe, III","040915","West Virginia","Democratic Party",116,"Senate",1947,"","images/bio_guide/040915.jpg","bio_guide",""
"MARCHANT, Kenny","020532","Texas","Republican Party",116,"House",1951,"","images/bio_guide/020532.jpg","bio_guide",""
"MARINO, Thomas A.","021170","Pennsylvania","Republican Party",116,"House",1952,"","images/bio_guide/021170.jpg","bio_guide",""
"MARKEY, Edward John","014435","Massachusetts","Democratic Party",116,"Senate",1946,"","images/bio_guide/014435.jpg","bio_guide",""
"MARSHALL, Roger Wayne","021734","Kansas","Republican Party",116,"House",1960,"","images/wiki/021734.jpg","wiki",""
"MASSIE, Thomas","031102","Kentucky","Republican Party",116,"House",1971,"","images/bio_guide/031102.jpg","bio_guide",""
"MAST, Brian Jeffery","021735","Florida","Republican Party",116,"House",1980,"","images/bio_guide/021735.jpg","bio_guide",""
"MATSUI, Doris","020538","California","Democratic Party",116,"House",1944,"","images/bio_guide/020538.jpg","bio_guide",""
"MCCARTHY, Kevin","020703","California","Republican Party",116,"House",1965,"","images/bio_guide/020703.jpg","bio_guide",""
"MCEACHIN, Aston Donald","021736","Virginia","Democratic Party",116,"House",1961,"","images/wiki/021736.jpg","wiki",""
"MEADOWS, Mark","021348","North Carolina","Republican Party",116,"House",1959,"","images/bio_guide/021348.jpg","bio_guide",""
"MEEKS, Gregory W.","029776","New York","Democratic Party",116,"House",1953,"","images/bio_guide/029776.jpg","bio_guide",""
"MENENDEZ, Robert","029373","New Jersey","Democratic Party",116,"Senate",1954,"","images/bio_guide/029373.jpg","bio_guide",""
"MENG, Grace","021342","New York","Democratic Party",116,"House",1975,"","images/bio_guide/021342.jpg","bio_guide",""
"MERKLEY, Jeff","040908","Oregon","Democratic Party",116,"Senate",1956,"","images/bio_guide/040908.jpg","bio_guide",""
"MEUSER, Dan","021945","Pennsylvania","Republican Party",116,"House",1964,"","images/bio_guide/021945.jpg","bio_guide",""
"MFUME, Kweisi","015433","Maryland","Democratic Party",116,"House",1948,"","images/bio_guide/015433.jpg","bio_guide",""
"MILLER, Carol","021946","West Virginia","Republican Party",116,"House",1950,"","images/bio_guide/021946.jpg","bio_guide",""
"MITCHELL, Paul","021737","Michigan","Republican Party",116,"House",1961,"","images/bio_guide/021737.jpg","bio_guide",""
"MOOLENAAR, John","021526","Michigan","Republican Party",116,"House",1961,"","images/bio_guide/021526.jpg","bio_guide",""
"MOONEY, Alex X.","021557","West Virginia","Republican Party",116,"House",1971,"","images/bio_guide/021557.jpg","bio_guide",""
"MOORE, Gwendolynne S. (Gwen)","020537","Wisconsin","Democratic Party",116,"House",1951,"","images/bio_guide/020537.jpg","bio_guide",""
"MORAN, Jerry","029722","Kansas","Republican Party",116,"Senate",1954,"","images/bio_guide/029722.jpg","bio_guide",""
"MORELLE, Joseph D.","021761","New York","Democratic Party",116,"House",1957,"","images/bio_guide/021761.jpg","bio_guide",""
"MOULTON, Seth","021525","Massachusetts","Democratic Party",116,"House",1978,"","images/bio_guide/021525.jpg","bio_guide",""
"MUCARSEL-POWELL, Debbie","021947","Florida","Democratic Party",116,"House",1971,"","images/bio_guide/021947.jpg","bio_guide",""
"MULLIN, Markwayne","021355","Oklahoma","Republican Party",116,"House",1977,"","images/bio_guide/021355.jpg","bio_guide",""
"MURKOWSKI, Lisa","040300","Alaska","Republican Party",116,"Senate",1957,"","images/bio_guide/040300.jpg","bio_guide",""
"MURPHY, Christopher","020707","Connecticut","Democratic Party",116,"Senate",1973,"","images/bio_guide/020707.jpg","bio_guide",""
"MURPHY, Gregory Francis","021987","North Carolina","Republican Party",116,"House",1963,"","images/bio_guide/021987.jpg","bio_guide",""
"MURPHY, Stephanie","021738","Florida","Democratic Party",116,"House",1978,"","images/bio_guide/021738.jpg","bio_guide",""
"MURRAY, Patty","049308","Washington","Democratic Party",116,"Senate",1950,"","images/bio_guide/049308.jpg","bio_guide",""
"McADAMS, Ben","021943","Utah","Democratic Party",116,"House",1974,"","images/bio_guide/021943.jpg","bio_guide",""
"McBATH, Lucy","021944","Georgia","Democratic Party",116,"House",1960,"","images/bio_guide/021944.jpg","bio_guide",""
"McCAUL, Michael T.","020530","Texas","Republican Party",116,"House",1962,"","images/bio_guide/020530.jpg","bio_guide",""
"McCLINTOCK, Tom","020903","California","Republican Party",116,"House",1956,"","images/bio_guide/020903.jpg","bio_guide",""
"McCOLLUM, Betty","020122","Minnesota","Democratic Party",116,"House",1954,"","images/bio_guide/020122.jpg","bio_guide",""
"McCONNELL, Addison Mitchell (Mitch)","014921","Kentucky","Republican Party",116,"Senate",1942,"","images/bio_guide/014921.jpg","bio_guide",""
"McGOVERN, James P.","029729","Massachusetts","Democratic Party",116,"House",1959,"","images/bio_guide/029729.jpg","bio_guide",""
"McHENRY, Patrick T.","020522","North Carolina","Republican Party",116,"House",1975,"","images/bio_guide/020522.jpg","bio_guide",""
"McKINLEY, David","021188","West Virginia","Republican Party",116,"House",1947,"","images/bio_guide/021188.jpg","bio_guide",""
"McMORRIS RODGERS, Cathy","020535","Washington","Republican Party",116,"House",1969,"","images/bio_guide/020535.jpg","bio_guide",""
"McNERNEY, Jerry","020702","California","Democratic Party",116,"House",1951,"","images/bio_guide/020702.jpg","bio_guide",""
"McSALLY, Martha","021501","Arizona","Republican Party",116,"Senate",1966,"","images/wiki/021501.jpg","wiki",""
"NADLER, Jerrold Lewis","029377","New York","Democratic Party",116,"House",1947,"","images/bio_guide/029377.jpg","bio_guide",""
"NAPOLITANO, Grace Flores","029903","California","Democratic Party",116,"House",1936,"","images/bio_guide/029903.jpg","bio_guide",""
"NEAL, Richard Edmund","015616","Massachusetts","Democratic Party",116,"House",1949,"","images/bio_guide/015616.jpg","bio_guide",""
"NEGUSE, Joseph","021948","Colorado","Democratic Party",116,"House",1984,"","images/bio_guide/021948.jpg","bio_guide",""
"NEWHOUSE, Daniel Milton","021556","Washington","Republican Party",116,"House",1955,"","images/bio_guide/021556.jpg","bio_guide",""
"NORCROSS, Donald","021536","New Jersey","Democratic Party",116,"House",1958,"","images/bio_guide/021536.jpg","bio_guide",""
"NORMAN, Ralph","021753","South Carolina","Republican Party",116,"House",1953,"","images/bio_guide/021753.jpg","bio_guide",""
